panel,panel_stratum,gene,config,description,rna_protein_correlation,adaptive_rna_trust,n_candidates,gene_has_protein,n_candidates_depmap_rna,n_candidates_hpa_rna,n_candidates_geo_rna,n_candidates_protein,final_score_std,final_score_range,n_unique_final_scores,largest_final_score_tie,tied_candidate_fraction,confidence_std,n_unique_confidence_scores,confidence_is_constant,candidate_set_same_as_A0,ranking_identical_to_A0,top10_identical_to_A0,top10_jaccard_vs_A0,top1_identical_to_A0,rank_spearman_vs_A0,mean_abs_rank_change_vs_A0,max_abs_rank_change_vs_A0,mean_abs_score_change_vs_A0,n_shared_candidates_with_A0
unfiltered_random,unfiltered_random,AC007546.3,A2_no_confidence,Remove the full confidence block; renormalise RNA/protein,,0.6,1412,False,1412,0,0,0,0.12271099301987497,1.0,143,226,0.9376770538243626,1.099120794378905e-14,1,True,True,False,True,1.0,True,0.9999937186635521,0.09490084985835694,52.5,0.05635729461756374,1412
unfiltered_random,unfiltered_random,AC007546.3,A2a_no_conf_completeness,Remove completeness from confidence; renormalise retained components,,0.6,1412,False,1412,0,0,0,0.10430233622063775,0.85,145,226,0.9362606232294618,5.6066262743570405e-15,1,True,True,False,True,1.0,True,0.9999533559298974,0.36827195467422097,99.5,0.008749787535410763,1412
unfiltered_random,unfiltered_random,AC007546.3,A2b_no_conf_source_support,Remove source support from confidence; renormalise retained components,,0.6,1412,False,1412,0,0,0,0.10430881139010788,0.8500000000000001,143,226,0.9376770538243626,0.0,1,True,True,False,True,1.0,True,0.9999937186635521,0.09490084985835694,52.5,0.01311402266288952,1412
unfiltered_random,unfiltered_random,AC007546.3,A2c_no_conf_consistency,Remove RNA-protein consistency; renormalise retained components,,0.6,1412,False,1412,0,0,0,0.10430881139010749,0.85,143,226,0.9376770538243626,5.828670879282072e-15,1,True,True,False,True,1.0,True,0.9999937186635521,0.09490084985835694,52.5,0.004385977337110479,1412
unfiltered_random,unfiltered_random,AC007546.3,A3_equal_bio,Equal RNA/protein biological weights,,0.6,1412,False,1412,0,0,0,0.10430435829545155,0.8500000000000001,143,226,0.9383852691218131,1.099120794378905e-14,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC007546.3,A3b_reversed_bio,Protein biological weight greater than RNA,,0.6,1412,False,1412,0,0,0,0.10430435829545155,0.8500000000000001,143,226,0.9383852691218131,1.099120794378905e-14,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC007546.3,A4_adaptive_trust,Team baseline plus gene-level adaptive RNA trust,,0.6,1412,False,1412,0,0,0,0.10430435829545155,0.8500000000000001,143,226,0.9383852691218131,1.099120794378905e-14,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC007546.3,A5_v3_structure,Flat v3 RNA/protein/consistency/completeness structure,,0.6,1412,False,1412,0,0,0,0.10909191637433993,0.889,143,226,0.9376770538243626,1.099120794378905e-14,1,True,True,False,True,1.0,True,0.9999922775917024,0.10339943342776203,58.5,0.005911189801699716,1412
unfiltered_random,unfiltered_random,AC007546.3,A6_v3_full,Flat v3 structure plus adaptive trust,,0.6,1412,False,1412,0,0,0,0.10909191637433993,0.889,143,226,0.9376770538243626,1.099120794378905e-14,1,True,True,False,True,1.0,True,0.9999922775917024,0.10339943342776203,58.5,0.005911189801699716,1412
unfiltered_random,unfiltered_random,AC008063.1,B0_rna_mean,RNA-only mean ranking; no protein or confidence in final score,,0.6,1412,False,1412,0,0,0,0.06460738973814911,1.0,84,979,0.9794617563739377,8.770761894538737e-15,1,True,True,False,True,1.0,True,0.9999999552385862,0.004957507082152974,3.5,0.0585990793201133,1412
unfiltered_random,unfiltered_random,AC008063.1,A0_team_baseline,"Team baseline: RNA .55, protein .30, confidence .15",,0.6,1412,False,1412,0,0,0,0.05491140403570899,0.8500000000000001,83,979,0.9801699716713881,1.099120794378905e-14,1,True,True,True,True,1.0,True,0.9999999999999998,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC008063.1,A1a_no_direct_protein,Remove direct protein; retain protein-derived confidence,,0.6,1412,False,1412,0,0,0,0.05491140403570899,0.8500000000000001,83,979,0.9801699716713881,1.099120794378905e-14,1,True,True,True,True,1.0,True,0.9999999999999998,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC008063.1,A1b_no_protein_evidence,Remove direct protein and all protein-derived confidence,,0.6,1412,False,1412,0,0,0,0.05492552778338141,0.8500000000000001,83,979,0.9794617563739377,8.770761894538737e-15,1,True,True,False,True,1.0,True,0.9999993797344664,0.030453257790368272,9.0,0.041419475920679884,1412
unfiltered_random,unfiltered_random,AC008063.1,A1c_no_protein_confidence,Retain direct protein; remove protein-derived confidence only,,0.6,1412,False,1412,0,0,0,0.05492552778338141,0.8500000000000001,83,979,0.9794617563739377,8.770761894538737e-15,1,True,True,False,True,1.0,True,0.9999993797344664,0.030453257790368272,9.0,0.041419475920679884,1412
unfiltered_random,unfiltered_random,AC008063.1,A2_no_confidence,Remove the full confidence block; renormalise RNA/protein,,0.6,1412,False,1412,0,0,0,0.06460738973814911,1.0,84,979,0.9794617563739377,1.099120794378905e-14,1,True,True,False,True,1.0,True,0.9999999552385862,0.004957507082152974,3.5,0.0585990793201133,1412
unfiltered_random,unfiltered_random,AC008063.1,A2a_no_conf_completeness,Remove completeness from confidence; renormalise retained components,,0.6,1412,False,1412,0,0,0,0.05492333087326007,0.85,83,979,0.9794617563739377,5.6066262743570405e-15,1,True,True,False,True,1.0,True,0.9999993797344664,0.030453257790368272,9.0,0.008782011331444756,1412
unfiltered_random,unfiltered_random,AC008063.1,A2b_no_conf_source_support,Remove source support from confidence; renormalise retained components,,0.6,1412,False,1412,0,0,0,0.05491622159162273,0.8500000000000001,84,979,0.9794617563739377,0.0,1,True,True,False,True,1.0,True,0.9999999552385862,0.004957507082152974,3.5,0.013109206798866856,1412
unfiltered_random,unfiltered_random,AC008063.1,A2c_no_conf_consistency,Remove RNA-protein consistency; renormalise retained components,,0.6,1412,False,1412,0,0,0,0.05491622159162245,0.85,84,979,0.9794617563739377,5.828670879282072e-15,1,True,True,False,True,1.0,True,0.9999999552385862,0.004957507082152974,3.5,0.00439079320113314,1412
unfiltered_random,unfiltered_random,AC008063.1,A3_equal_bio,Equal RNA/protein biological weights,,0.6,1412,False,1412,0,0,0,0.05491140403570899,0.8500000000000001,83,979,0.9801699716713881,1.099120794378905e-14,1,True,True,True,True,1.0,True,0.9999999999999998,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC008063.1,A3b_reversed_bio,Protein biological weight greater than RNA,,0.6,1412,False,1412,0,0,0,0.05491140403570899,0.8500000000000001,83,979,0.9801699716713881,1.099120794378905e-14,1,True,True,True,True,1.0,True,0.9999999999999998,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC008063.1,A4_adaptive_trust,Team baseline plus gene-level adaptive RNA trust,,0.6,1412,False,1412,0,0,0,0.05491140403570899,0.8500000000000001,83,979,0.9801699716713881,1.099120794378905e-14,1,True,True,True,True,1.0,True,0.9999999999999998,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC008063.1,A5_v3_structure,Flat v3 RNA/protein/consistency/completeness structure,,0.6,1412,False,1412,0,0,0,0.057438258827759416,0.889,83,979,0.9794617563739377,1.099120794378905e-14,1,True,True,False,True,1.0,True,0.9999993797344664,0.030453257790368272,9.0,0.0058306657223796,1412
unfiltered_random,unfiltered_random,AC008063.1,A6_v3_full,Flat v3 structure plus adaptive trust,,0.6,1412,False,1412,0,0,0,0.057438258827759416,0.889,83,979,0.9794617563739377,1.099120794378905e-14,1,True,True,False,True,1.0,True,0.9999993797344664,0.030453257790368272,9.0,0.0058306657223796,1412
unfiltered_random,unfiltered_random,AC008121.1,B0_rna_mean,RNA-only mean ranking; no protein or confidence in final score,,0.6,1412,False,1412,0,0,0,0.060182766012133106,1.0,44,1312,0.9844192634560907,8.770761894538737e-15,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.059937181303116135,1412
unfiltered_random,unfiltered_random,AC008121.1,A0_team_baseline,"Team baseline: RNA .55, protein .30, confidence .15",,0.6,1412,False,1412,0,0,0,0.05114724020693178,0.8500000000000001,44,1312,0.9844192634560907,1.099120794378905e-14,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC008121.1,A1a_no_direct_protein,Remove direct protein; retain protein-derived confidence,,0.6,1412,False,1412,0,0,0,0.05114724020693178,0.8500000000000001,44,1312,0.9844192634560907,1.099120794378905e-14,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC008121.1,A1b_no_protein_evidence,Remove direct protein and all protein-derived confidence,,0.6,1412,False,1412,0,0,0,0.051162925988712776,0.8500000000000001,44,1312,0.9844192634560907,8.770761894538737e-15,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.04140538243626062,1412
unfiltered_random,unfiltered_random,AC008121.1,A1c_no_protein_confidence,Retain direct protein; remove protein-derived confidence only,,0.6,1412,False,1412,0,0,0,0.051162925988712776,0.8500000000000001,44,1312,0.9844192634560907,8.770761894538737e-15,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.04140538243626062,1412
unfiltered_random,unfiltered_random,AC008121.1,A2_no_confidence,Remove the full confidence block; renormalise RNA/protein,,0.6,1412,False,1412,0,0,0,0.060182766012133106,1.0,44,1312,0.9844192634560907,1.099120794378905e-14,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.059937181303116135,1412
unfiltered_random,unfiltered_random,AC008121.1,A2a_no_conf_completeness,Remove completeness from confidence; renormalise retained components,,0.6,1412,False,1412,0,0,0,0.05115928842932664,0.85,44,1312,0.9844192634560907,5.6066262743570405e-15,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.008795750708215293,1412
unfiltered_random,unfiltered_random,AC008121.1,A2b_no_conf_source_support,Remove source support from confidence; renormalise retained components,,0.6,1412,False,1412,0,0,0,0.05115388950124707,0.8500000000000001,44,1312,0.9844192634560907,0.0,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.013102266288951841,1412
unfiltered_random,unfiltered_random,AC008121.1,A2c_no_conf_consistency,Remove RNA-protein consistency; renormalise retained components,,0.6,1412,False,1412,0,0,0,0.05115388950124737,0.85,44,1312,0.9844192634560907,5.828670879282072e-15,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.0043977337110481535,1412
unfiltered_random,unfiltered_random,AC008121.1,A3_equal_bio,Equal RNA/protein biological weights,,0.6,1412,False,1412,0,0,0,0.05114724020693178,0.8500000000000001,44,1312,0.9844192634560907,1.099120794378905e-14,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC008121.1,A3b_reversed_bio,Protein biological weight greater than RNA,,0.6,1412,False,1412,0,0,0,0.05114724020693178,0.8500000000000001,44,1312,0.9844192634560907,1.099120794378905e-14,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC008121.1,A4_adaptive_trust,Team baseline plus gene-level adaptive RNA trust,,0.6,1412,False,1412,0,0,0,0.05114724020693178,0.8500000000000001,44,1312,0.9844192634560907,1.099120794378905e-14,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC008121.1,A5_v3_structure,Flat v3 RNA/protein/consistency/completeness structure,,0.6,1412,False,1412,0,0,0,0.053501183310218074,0.889,44,1312,0.9844192634560907,1.099120794378905e-14,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.0061259206798866825,1412
unfiltered_random,unfiltered_random,AC008121.1,A6_v3_full,Flat v3 structure plus adaptive trust,,0.6,1412,False,1412,0,0,0,0.053501183310218074,0.889,44,1312,0.9844192634560907,1.099120794378905e-14,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.0061259206798866825,1412
unfiltered_random,unfiltered_random,AC008440.1,B0_rna_mean,RNA-only mean ranking; no protein or confidence in final score,,0.6,1412,False,1412,0,0,0,0.18066436191927224,1.0,260,568,0.9086402266288952,8.770761894538737e-15,1,True,True,True,True,1.0,True,0.9999999999999999,0.0,0.0,0.04614327195467423,1412
unfiltered_random,unfiltered_random,AC008440.1,A0_team_baseline,"Team baseline: RNA .55, protein .30, confidence .15",,0.6,1412,False,1412,0,0,0,0.15355772137761217,0.8500000000000001,260,568,0.9086402266288952,1.099120794378905e-14,1,True,True,True,True,1.0,True,0.9999999999999999,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC008440.1,A1a_no_direct_protein,Remove direct protein; retain protein-derived confidence,,0.6,1412,False,1412,0,0,0,0.15355772137761217,0.8500000000000001,260,568,0.9086402266288952,1.099120794378905e-14,1,True,True,True,True,1.0,True,0.9999999999999999,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC008440.1,A1b_no_protein_evidence,Remove direct protein and all protein-derived confidence,,0.6,1412,False,1412,0,0,0,0.15357337065600338,0.8500000000000001,260,568,0.9086402266288952,8.770761894538737e-15,1,True,True,True,True,1.0,True,0.9999999999999999,0.0,0.0,0.041437747875354106,1412
unfiltered_random,unfiltered_random,AC008440.1,A1c_no_protein_confidence,Retain direct protein; remove protein-derived confidence only,,0.6,1412,False,1412,0,0,0,0.15357337065600338,0.8500000000000001,260,568,0.9086402266288952,8.770761894538737e-15,1,True,True,True,True,1.0,True,0.9999999999999999,0.0,0.0,0.041437747875354106,1412
unfiltered_random,unfiltered_random,AC008440.1,A2_no_confidence,Remove the full confidence block; renormalise RNA/protein,,0.6,1412,False,1412,0,0,0,0.18066436191927224,1.0,260,568,0.9086402266288952,1.099120794378905e-14,1,True,True,True,True,1.0,True,0.9999999999999999,0.0,0.0,0.04614327195467423,1412
unfiltered_random,unfiltered_random,AC008440.1,A2a_no_conf_completeness,Remove completeness from confidence; renormalise retained components,,0.6,1412,False,1412,0,0,0,0.15357086025194686,0.85,260,568,0.9086402266288952,5.6066262743570405e-15,1,True,True,True,True,1.0,True,0.9999999999999999,0.0,0.0,0.008769192634560904,1412
unfiltered_random,unfiltered_random,AC008440.1,A2b_no_conf_source_support,Remove source support from confidence; renormalise retained components,,0.6,1412,False,1412,0,0,0,0.1535628806590583,0.8500000000000001,260,568,0.9086402266288952,0.0,1,True,True,True,True,1.0,True,0.9999999999999999,0.0,0.0,0.013112322946175639,1412
unfiltered_random,unfiltered_random,AC008440.1,A2c_no_conf_consistency,Remove RNA-protein consistency; renormalise retained components,,0.6,1412,False,1412,0,0,0,0.1535628806590577,0.85,260,568,0.9086402266288952,5.828670879282072e-15,1,True,True,True,True,1.0,True,0.9999999999999999,0.0,0.0,0.0043876770538243594,1412
unfiltered_random,unfiltered_random,AC008440.1,A3_equal_bio,Equal RNA/protein biological weights,,0.6,1412,False,1412,0,0,0,0.15355772137761217,0.8500000000000001,260,568,0.9086402266288952,1.099120794378905e-14,1,True,True,True,True,1.0,True,0.9999999999999999,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC008440.1,A3b_reversed_bio,Protein biological weight greater than RNA,,0.6,1412,False,1412,0,0,0,0.15355772137761217,0.8500000000000001,260,568,0.9086402266288952,1.099120794378905e-14,1,True,True,True,True,1.0,True,0.9999999999999999,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC008440.1,A4_adaptive_trust,Team baseline plus gene-level adaptive RNA trust,,0.6,1412,False,1412,0,0,0,0.15355772137761217,0.8500000000000001,260,568,0.9086402266288952,1.099120794378905e-14,1,True,True,True,True,1.0,True,0.9999999999999999,0.0,0.0,0.0,1412
unfiltered_random,unfiltered_random,AC008440.1,A5_v3_structure,Flat v3 RNA/protein/consistency/completeness structure,,0.6,1412,False,1412,0,0,0,0.1606085467585512,0.889,260,568,0.9086402266288952,1.099120794378905e-14,1,True,True,True,True,1.0,True,0.9999999999999999,0.0,0.0,0.005673866855524078,1412
unfiltered_random,unfiltered_random,AC008440.1,A6_v3_full,Flat v3 structure plus adaptive trust,,0.6,1412,False,1412,0,0,0,0.1606085467585512,0.889,260,568,0.9086402266288952,1.099120794378905e-14,1,True,True,True,True,1.0,True,0.9999999999999999,0.0,0.0,0.005673866855524078,1412
unfiltered_random,unfiltered_random,AC018448.2,B0_rna_mean,RNA-only mean ranking; no protein or confidence in final score,,0.6,1412,False,1412,0,0,0,0.029066285849206428,1.0,4,1409,0.9978753541076487,8.770761894538737e-15,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.061852195467422086,1412
unfiltered_random,unfiltered_random,AC018448.2,A0_team_baseline,"Team baseline: RNA .55, protein .30, confidence .15",,0.6,1412,False,1412,0,0,0,0.024705601696481793,0.8500000000000001,4,1409,0.9978753541076487,1.099120794378905e-14,1,True,True,True,True,1.0,True,1.0,0.0,0.0,0.0,1412
